Filename:	C:\Documents and Settings\SOON KI\Desktop\Tanner\Oligomer in EEC 6-11-21\Lightintensity PHEA-coBA in EEC 6-17-21\40 mW 3 cont light.dcd 
Operator ID:	AK 
Sample ID:	Epoxy w/ P(HEA-coBA) 3 Cont light 
Comment:	 
Serial Number:	 
Data Collected:	6/17/2021 3:16:37 PM 
Sample Weight:	3.260 mg 
Validation 
Validated:	No 
By:	 
Date:	 
Calibration Information 
Filename:	C:\Program Files\Pyris\Calibrations\Indium Temperature Calibration 2-22-2021 TG.dcc 
Date/Time:	 
Initial Conditions 
Temperature:	 
Y Initial:	 
Sample Rate:	 
Baseline Filename:	 
End Condition:	Go To Load 
Total Points in Run:	24000 
Method Steps: 
Pre-Run Actions 
	Start the Run 
		Action occurs Immediately 
	Switch the Gas to Nitrogen at 20.0 ml/min  
		Action occurs Immediately 
1)	Hold for 20.0 min at 35.00¡ÆC 
 
1) DSC Isothermal	Time	Unsubtracted Heat Flow	Baseline Heat Flow	ProgramTemperature	Sample Temperature	Approx. Gas Flow 
	0.000000	0.000000	0.000000	35.000000	25.848000	0.000000 
	0.000833	0.000101	0.000000	35.000000	25.849000	0.000000 
	0.001667	0.000203	0.000000	35.000000	25.848000	0.000000 
	0.002500	0.000203	0.000000	35.000000	25.848000	0.000000 
	0.003333	0.000304	0.000000	35.000000	25.847000	0.000000 
	0.004167	0.000304	0.000000	35.000000	25.847000	0.000000 
	0.005000	0.000304	0.000000	35.000000	25.846000	0.000000 
	0.005833	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.006667	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.007500	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.008333	0.000507	0.000000	35.000000	25.846000	0.000000 
	0.009167	0.000608	0.000000	35.000000	25.847000	0.000000 
	0.010000	0.000608	0.000000	35.000000	25.846000	0.000000 
	0.010833	0.000608	0.000000	35.000000	25.846000	0.000000 
	0.011667	0.000608	0.000000	35.000000	25.846000	0.000000 
	0.012500	0.000507	0.000000	35.000000	25.847000	0.000000 
	0.013333	0.000405	0.000000	35.000000	25.848000	0.000000 
	0.014167	0.000304	0.000000	35.000000	25.847000	0.000000 
	0.015000	0.000101	0.000000	35.000000	25.847000	0.000000 
	0.015833	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.016667	-0.000304	0.000000	35.000000	25.846000	0.000000 
	0.017500	-0.000405	0.000000	35.000000	25.847000	0.000000 
	0.018333	-0.000608	0.000000	35.000000	25.848000	0.000000 
	0.019167	-0.000811	0.000000	35.000000	25.849000	0.000000 
	0.020000	-0.001114	0.000000	35.000000	25.849000	0.000000 
	0.020833	-0.001317	0.000000	35.000000	25.848000	0.000000 
	0.021667	-0.001418	0.000000	35.000000	25.849000	0.000000 
	0.022500	-0.001418	0.000000	35.000000	25.849000	0.000000 
	0.023333	-0.001418	0.000000	35.000000	25.849000	0.000000 
	0.024167	-0.001418	0.000000	35.000000	25.848000	0.000000 
	0.025000	-0.001418	0.000000	35.000000	25.848000	0.000000 
	0.025833	-0.001317	0.000000	35.000000	25.847000	0.000000 
	0.026667	-0.001216	0.000000	35.000000	25.847000	0.000000 
	0.027500	-0.001013	0.000000	35.000000	25.846000	0.000000 
	0.028333	-0.000912	0.000000	35.000000	25.846000	0.000000 
	0.029167	-0.000811	0.000000	35.000000	25.846000	0.000000 
	0.030000	-0.000608	0.000000	35.000000	25.846000	0.000000 
	0.030833	-0.000507	0.000000	35.000000	25.846000	0.000000 
	0.031667	-0.000405	0.000000	35.000000	25.844000	0.000000 
	0.032500	-0.000405	0.000000	35.000000	25.844000	0.000000 
	0.033333	-0.000507	0.000000	35.000000	25.845000	0.000000 
	0.034167	-0.000405	0.000000	35.000000	25.845000	0.000000 
	0.035000	-0.000507	0.000000	35.000000	25.845000	0.000000 
	0.035833	-0.000608	0.000000	35.000000	25.846000	0.000000 
	0.036667	-0.000709	0.000000	35.000000	25.847000	0.000000 
	0.037500	-0.000811	0.000000	35.000000	25.847000	0.000000 
	0.038333	-0.000709	0.000000	35.000000	25.848000	0.000000 
	0.039167	-0.000709	0.000000	35.000000	25.847000	0.000000 
	0.040000	-0.000608	0.000000	35.000000	25.847000	0.000000 
	0.040833	-0.000608	0.000000	35.000000	25.847000	0.000000 
	0.041667	-0.000507	0.000000	35.000000	25.847000	0.000000 
	0.042500	-0.000304	0.000000	35.000000	25.847000	0.000000 
	0.043333	-0.000203	0.000000	35.000000	25.846000	0.000000 
	0.044167	0.000101	0.000000	35.000000	25.847000	0.000000 
	0.045000	0.000405	0.000000	35.000000	25.847000	0.000000 
	0.045833	0.000709	0.000000	35.000000	25.846000	0.000000 
	0.046667	0.001013	0.000000	35.000000	25.846000	0.000000 
	0.047500	0.001317	0.000000	35.000000	25.846000	0.000000 
	0.048333	0.001520	0.000000	35.000000	25.846000	0.000000 
	0.049167	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.050000	0.001824	0.000000	35.000000	25.845000	0.000000 
	0.050833	0.001824	0.000000	35.000000	25.845000	0.000000 
	0.051667	0.001621	0.000000	35.000000	25.845000	0.000000 
	0.052500	0.001621	0.000000	35.000000	25.845000	0.000000 
	0.053333	0.001418	0.000000	35.000000	25.845000	0.000000 
	0.054167	0.001216	0.000000	35.000000	25.845000	0.000000 
	0.055000	0.001216	0.000000	35.000000	25.845000	0.000000 
	0.055833	0.001013	0.000000	35.000000	25.846000	0.000000 
	0.056667	0.000912	0.000000	35.000000	25.846000	0.000000 
	0.057500	0.000912	0.000000	35.000000	25.847000	0.000000 
	0.058333	0.000811	0.000000	35.000000	25.847000	0.000000 
	0.059167	0.000811	0.000000	35.000000	25.847000	0.000000 
	0.060000	0.000811	0.000000	35.000000	25.847000	0.000000 
	0.060833	0.000811	0.000000	35.000000	25.847000	0.000000 
	0.061667	0.001013	0.000000	35.000000	25.847000	0.000000 
	0.062500	0.000912	0.000000	35.000000	25.846000	0.000000 
	0.063333	0.000912	0.000000	35.000000	25.847000	0.000000 
	0.064167	0.001013	0.000000	35.000000	25.847000	0.000000 
	0.065000	0.001114	0.000000	35.000000	25.846000	0.000000 
	0.065833	0.001114	0.000000	35.000000	25.846000	0.000000 
	0.066667	0.001114	0.000000	35.000000	25.846000	0.000000 
	0.067500	0.001114	0.000000	35.000000	25.846000	0.000000 
	0.068333	0.001114	0.000000	35.000000	25.846000	0.000000 
	0.069167	0.001013	0.000000	35.000000	25.846000	0.000000 
	0.070000	0.000811	0.000000	35.000000	25.846000	0.000000 
	0.070833	0.000709	0.000000	35.000000	25.846000	0.000000 
	0.071667	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.072500	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.073333	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.074167	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.075000	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.075833	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.076667	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.077500	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.078333	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.079167	0.000608	0.000000	35.000000	25.846000	0.000000 
	0.080000	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.080833	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.081667	0.000405	0.000000	35.000000	25.846000	0.000000 
	0.082500	0.000304	0.000000	35.000000	25.847000	0.000000 
	0.083333	0.000304	0.000000	35.000000	25.846000	0.000000 
	0.084167	0.000203	0.000000	35.000000	25.846000	0.000000 
	0.085000	0.000203	0.000000	35.000000	25.846000	0.000000 
	0.085833	0.000101	0.000000	35.000000	25.846000	0.000000 
	0.086667	0.000000	0.000000	35.000000	25.846000	0.000000 
	0.087500	0.000000	0.000000	35.000000	25.847000	0.000000 
	0.088333	-0.000101	0.000000	35.000000	25.847000	0.000000 
	0.089167	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.090000	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.090833	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.091667	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.092500	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.093333	-0.000101	0.000000	35.000000	25.845000	0.000000 
	0.094167	0.000000	0.000000	35.000000	25.845000	0.000000 
	0.095000	-0.000101	0.000000	35.000000	25.845000	0.000000 
	0.095833	-0.000101	0.000000	35.000000	25.846000	0.000000 
	0.096667	-0.000101	0.000000	35.000000	25.847000	0.000000 
	0.097500	-0.000101	0.000000	35.000000	25.848000	0.000000 
	0.098333	-0.000101	0.000000	35.000000	25.848000	0.000000 
	0.099167	-0.000203	0.000000	35.000000	25.850000	0.000000 
	0.100000	-0.000203	0.000000	35.000000	25.849000	0.000000 
	0.100833	-0.000203	0.000000	35.000000	25.849000	0.000000 
	0.101667	-0.000101	0.000000	35.000000	25.848000	0.000000 
	0.102500	0.000000	0.000000	35.000000	25.848000	0.000000 
	0.103333	0.000101	0.000000	35.000000	25.847000	0.000000 
	0.104167	0.000304	0.000000	35.000000	25.847000	0.000000 
	0.105000	0.000405	0.000000	35.000000	25.848000	0.000000 
	0.105833	0.000405	0.000000	35.000000	25.847000	0.000000 
	0.106667	0.000405	0.000000	35.000000	25.847000	0.000000 
	0.107500	0.000405	0.000000	35.000000	25.847000	0.000000 
	0.108333	0.000203	0.000000	35.000000	25.846000	0.000000 
	0.109167	0.000101	0.000000	35.000000	25.845000	0.000000 
	0.110000	0.000000	0.000000	35.000000	25.845000	0.000000 
	0.110833	0.000000	0.000000	35.000000	25.845000	0.000000 
	0.111667	-0.000101	0.000000	35.000000	25.845000	0.000000 
	0.112500	0.000000	0.000000	35.000000	25.845000	0.000000 
	0.113333	0.000000	0.000000	35.000000	25.845000	0.000000 
	0.114167	0.000101	0.000000	35.000000	25.845000	0.000000 
	0.115000	0.000101	0.000000	35.000000	25.844000	0.000000 
	0.115833	0.000203	0.000000	35.000000	25.844000	0.000000 
	0.116667	0.000304	0.000000	35.000000	25.845000	0.000000 
	0.117500	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.118333	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.119167	0.000811	0.000000	35.000000	25.844000	0.000000 
	0.120000	0.000912	0.000000	35.000000	25.844000	0.000000 
	0.120833	0.000912	0.000000	35.000000	25.844000	0.000000 
	0.121667	0.001013	0.000000	35.000000	25.844000	0.000000 
	0.122500	0.001013	0.000000	35.000000	25.844000	0.000000 
	0.123333	0.001013	0.000000	35.000000	25.845000	0.000000 
	0.124167	0.001013	0.000000	35.000000	25.846000	0.000000 
	0.125000	0.001013	0.000000	35.000000	25.847000	0.000000 
	0.125833	0.000912	0.000000	35.000000	25.847000	0.000000 
	0.126667	0.000912	0.000000	35.000000	25.846000	0.000000 
	0.127500	0.000811	0.000000	35.000000	25.845000	0.000000 
	0.128333	0.000709	0.000000	35.000000	25.845000	0.000000 
	0.129167	0.000709	0.000000	35.000000	25.845000	0.000000 
	0.130000	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.130833	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.131667	0.000405	0.000000	35.000000	25.844000	0.000000 
	0.132500	0.000405	0.000000	35.000000	25.844000	0.000000 
	0.133333	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.134167	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.135000	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.135833	0.000304	0.000000	35.000000	25.845000	0.000000 
	0.136667	0.000405	0.000000	35.000000	25.844000	0.000000 
	0.137500	0.000405	0.000000	35.000000	25.844000	0.000000 
	0.138333	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.139167	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.140000	0.000405	0.000000	35.000000	25.845000	0.000000 
	0.140833	0.000507	0.000000	35.000000	25.845000	0.000000 
	0.141667	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.142500	0.000608	0.000000	35.000000	25.845000	0.000000 
	0.143333	0.000709	0.000000	35.000000	25.845000	0.000000 
	0.144167	0.000709	0.000000	35.000000	25.845000	0.000000 
	0.145000	0.000811	0.000000	35.000000	25.844000	0.000000 
	0.145833	0.000912	0.000000	35.000000	25.844000	0.000000 
	0.146667	0.000811	0.000000	35.000000	25.845000	0.000000 
	0.147500	0.000912	0.000000	35.000000	25.845000	0.000000 
	0.148333	0.000811	0.000000	35.000000	25.844000	0.000000 
	0.149167	0.000811	0.000000	35.000000	25.844000	0.000000 
	0.150000	0.000811	0.000000	35.000000	25.844000	0.000000 
	0.150833	0.000709	0.000000	35.000000	25.845000	0.000000 
	0.151667	0.000811	0.000000	35.000000	25.845000	0.000000 
	0.152500	0.000811	0.000000	35.000000	25.845000	0.000000 
	0.153333	0.000912	0.000000	35.000000	25.846000	0.000000 
	0.154167	0.001013	0.000000	35.000000	25.846000	0.000000 
	0.155000	0.001114	0.000000	35.000000	25.847000	0.000000 
	0.155833	0.001317	0.000000	35.000000	25.847000	0.000000 
	0.156667	0.001418	0.000000	35.000000	25.846000	0.000000 
	0.157500	0.001520	0.000000	35.000000	25.846000	0.000000 
	0.158333	0.001520	0.000000	35.000000	25.846000	0.000000 
	0.159167	0.001621	0.000000	35.000000	25.846000	0.000000 
	0.160000	0.001621	0.000000	35.000000	25.847000	0.000000 
	0.160833	0.001722	0.000000	35.000000	25.847000	0.000000 
	0.161667	0.001722	0.000000	35.000000	25.847000	0.000000 
	0.162500	0.001621	0.000000	35.000000	25.846000	0.000000 
	0.163333	0.001722	0.000000	35.000000	25.847000	0.000000 
	0.164167	0.001824	0.000000	35.000000	25.847000	0.000000 
	0.165000	0.001824	0.000000	35.000000	25.847000	0.000000 
	0.165833	0.001824	0.000000	35.000000	25.847000	0.000000 
	0.166667	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.167500	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.168333	0.001621	0.000000	35.000000	25.845000	0.000000 
	0.169167	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.170000	0.001621	0.000000	35.000000	25.845000	0.000000 
	0.170833	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.171667	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.172500	0.001925	0.000000	35.000000	25.845000	0.000000 
	0.173333	0.002026	0.000000	35.000000	25.845000	0.000000 
	0.174167	0.002128	0.000000	35.000000	25.845000	0.000000 
	0.175000	0.002128	0.000000	35.000000	25.844000	0.000000 
	0.175833	0.002128	0.000000	35.000000	25.844000	0.000000 
	0.176667	0.002128	0.000000	35.000000	25.843000	0.000000 
	0.177500	0.002128	0.000000	35.000000	25.843000	0.000000 
	0.178333	0.002026	0.000000	35.000000	25.843000	0.000000 
	0.179167	0.002026	0.000000	35.000000	25.843000	0.000000 
	0.180000	0.001925	0.000000	35.000000	25.843000	0.000000 
	0.180833	0.001925	0.000000	35.000000	25.843000	0.000000 
	0.181667	0.001925	0.000000	35.000000	25.843000	0.000000 
	0.182500	0.001722	0.000000	35.000000	25.843000	0.000000 
	0.183333	0.001722	0.000000	35.000000	25.843000	0.000000 
	0.184167	0.001621	0.000000	35.000000	25.843000	0.000000 
	0.185000	0.001418	0.000000	35.000000	25.843000	0.000000 
	0.185833	0.001317	0.000000	35.000000	25.842000	0.000000 
	0.186667	0.001216	0.000000	35.000000	25.842000	0.000000 
	0.187500	0.001114	0.000000	35.000000	25.842000	0.000000 
	0.188333	0.001114	0.000000	35.000000	25.844000	0.000000 
	0.189167	0.001013	0.000000	35.000000	25.843000	0.000000 
	0.190000	0.001114	0.000000	35.000000	25.845000	0.000000 
	0.190833	0.001114	0.000000	35.000000	25.845000	0.000000 
	0.191667	0.001114	0.000000	35.000000	25.844000	0.000000 
	0.192500	0.001216	0.000000	35.000000	25.844000	0.000000 
	0.193333	0.001216	0.000000	35.000000	25.844000	0.000000 
	0.194167	0.001317	0.000000	35.000000	25.844000	0.000000 
	0.195000	0.001418	0.000000	35.000000	25.844000	0.000000 
	0.195833	0.001621	0.000000	35.000000	25.844000	0.000000 
	0.196667	0.001722	0.000000	35.000000	25.844000	0.000000 
	0.197500	0.001824	0.000000	35.000000	25.843000	0.000000 
	0.198333	0.001925	0.000000	35.000000	25.844000	0.000000 
	0.199167	0.001925	0.000000	35.000000	25.843000	0.000000 
	0.200000	0.001925	0.000000	35.000000	25.845000	0.000000 
	0.200833	0.001925	0.000000	35.000000	25.844000	0.000000 
	0.201667	0.002026	0.000000	35.000000	25.844000	0.000000 
	0.202500	0.002128	0.000000	35.000000	25.845000	0.000000 
	0.203333	0.002229	0.000000	35.000000	25.845000	0.000000 
	0.204167	0.002330	0.000000	35.000000	25.845000	0.000000 
	0.205000	0.002432	0.000000	35.000000	25.845000	0.000000 
	0.205833	0.002533	0.000000	35.000000	25.845000	0.000000 
	0.206667	0.002634	0.000000	35.000000	25.846000	0.000000 
	0.207500	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.208333	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.209167	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.210000	0.002837	0.000000	35.000000	25.845000	0.000000 
	0.210833	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.211667	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.212500	0.002837	0.000000	35.000000	25.845000	0.000000 
	0.213333	0.002837	0.000000	35.000000	25.846000	0.000000 
	0.214167	0.002938	0.000000	35.000000	25.846000	0.000000 
	0.215000	0.002837	0.000000	35.000000	25.846000	0.000000 
	0.215833	0.002837	0.000000	35.000000	25.846000	0.000000 
	0.216667	0.002837	0.000000	35.000000	25.846000	0.000000 
	0.217500	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.218333	0.002634	0.000000	35.000000	25.846000	0.000000 
	0.219167	0.002533	0.000000	35.000000	25.847000	0.000000 
	0.220000	0.002533	0.000000	35.000000	25.846000	0.000000 
	0.220833	0.002432	0.000000	35.000000	25.846000	0.000000 
	0.221667	0.002330	0.000000	35.000000	25.846000	0.000000 
	0.222500	0.002229	0.000000	35.000000	25.846000	0.000000 
	0.223333	0.002128	0.000000	35.000000	25.845000	0.000000 
	0.224167	0.002026	0.000000	35.000000	25.845000	0.000000 
	0.225000	0.002026	0.000000	35.000000	25.845000	0.000000 
	0.225833	0.001824	0.000000	35.000000	25.845000	0.000000 
	0.226667	0.001824	0.000000	35.000000	25.845000	0.000000 
	0.227500	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.228333	0.001722	0.000000	35.000000	25.845000	0.000000 
	0.229167	0.001621	0.000000	35.000000	25.844000	0.000000 
	0.230000	0.001621	0.000000	35.000000	25.844000	0.000000 
	0.230833	0.001722	0.000000	35.000000	25.844000	0.000000 
	0.231667	0.001722	0.000000	35.000000	25.843000	0.000000 
	0.232500	0.001824	0.000000	35.000000	25.843000	0.000000 
	0.233333	0.001925	0.000000	35.000000	25.843000	0.000000 
	0.234167	0.002026	0.000000	35.000000	25.843000	0.000000 
	0.235000	0.002229	0.000000	35.000000	25.844000	0.000000 
	0.235833	0.002229	0.000000	35.000000	25.844000	0.000000 
	0.236667	0.002330	0.000000	35.000000	25.844000	0.000000 
	0.237500	0.002432	0.000000	35.000000	25.845000	0.000000 
	0.238333	0.002229	0.000000	35.000000	25.845000	0.000000 
	0.239167	0.002229	0.000000	35.000000	25.845000	0.000000 
	0.240000	0.002128	0.000000	35.000000	25.845000	0.000000 
	0.240833	0.002026	0.000000	35.000000	25.845000	0.000000 
	0.241667	0.001925	0.000000	35.000000	25.844000	0.000000 
	0.242500	0.001925	0.000000	35.000000	25.845000	0.000000 
	0.243333	0.001925	0.000000	35.000000	25.846000	0.000000 
	0.244167	0.001925	0.000000	35.000000	25.845000	0.000000 
	0.245000	0.001925	0.000000	35.000000	25.845000	0.000000 
	0.245833	0.002026	0.000000	35.000000	25.846000	0.000000 
	0.246667	0.002229	0.000000	35.000000	25.846000	0.000000 
	0.247500	0.002432	0.000000	35.000000	25.845000	0.000000 
	0.248333	0.002533	0.000000	35.000000	25.845000	0.000000 
	0.249167	0.002634	0.000000	35.000000	25.845000	0.000000 
	0.250000	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.250833	0.002736	0.000000	35.000000	25.847000	0.000000 
	0.251667	0.002736	0.000000	35.000000	25.846000	0.000000 
	0.252500	0.002634	0.000000	35.000000	25.845000	0.000000 
	0.253333	0.002432	0.000000	35.000000	25.845000	0.000000 
	0.254167	0.002330	0.000000	35.000000	25.845000	0.000000 
	0.255000	0.002229	0.000000	35.000000	25.845000	0.000000 
	0.255833	0.002128	0.000000	35.000000	25.845000	0.000000 
	0.256667	0.002026	0.000000	35.000000	25.844000	0.000000 
	0.257500	0.002026	0.000000	35.000000	25.844000	0.000000 
	0.258333	0.002026	0.000000	35.000000	25.843000	0.000000 
	0.259167	0.002128	0.000000	35.000000	25.844000	0.000000 
	0.260000	0.002330	0.000000	35.000000	25.844000	0.000000 
	0.260833	0.002330	0.000000	35.000000	25.844000	0.000000 
	0.261667	0.002533	0.000000	35.000000	25.844000	0.000000 
	0.262500	0.002634	0.000000	35.000000	25.844000	0.000000 
	0.263333	0.002634	0.000000	35.000000	25.844000	0.000000 
	0.264167	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.265000	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.265833	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.266667	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.267500	0.002736	0.000000	35.000000	25.845000	0.000000 
	0.268333	0.002736	0.000000	35.000000	25.846000	0.000000 
